,Mean,Std
A1_RES_P,0.8620000000000001,0.03735713526965839
A1_RES_R,0.873,0.032676869155073285
A1_RES_F,0.8640000000000001,0.016465452046971307
A2_RES_P,0.8379999999999999,0.053499740393970346
A2_RES_R,0.9119999999999999,0.034253953543107
A2_RES_F,0.874,0.020110804171997825
OC_RES_P,0.7270000000000001,0.033681514877517686
OC_RES_R,0.724,0.04835057163858334
OC_RES_F,0.723,0.022135943621178652
