,NER_P,NER_R,NER_F,REL_P,REL_R,REL_F,JOINT_P,JOINT_R,JOINT_F,STRICT_P,STRICT_R,STRICT_F,RELAXED_P,RELAXED_R,RELAXED_F
0,0.8264462809917356,0.8356545961002786,0.8310249307479225,0.77,0.82,0.79,0.66,0.76,0.71,0.5296610169491526,0.8064516129032258,0.639386189258312,0.7669491525423728,0.8578199052132701,0.8098434004474272
1,0.8367626886145405,0.8495821727019499,0.8431237042156186,0.79,0.74,0.77,0.68,0.71,0.69,0.4959677419354839,0.7935483870967742,0.6104218362282879,0.7056451612903226,0.8454106280193237,0.7692307692307693
2,0.8184319119669876,0.8286908077994429,0.823529411764706,0.7,0.89,0.78,0.62,0.8,0.7,0.5180722891566265,0.8543046357615894,0.6450000000000001,0.7269076305220884,0.8916256157635468,0.8008849557522124
3,0.8157181571815718,0.8384401114206128,0.8269230769230769,0.82,0.77,0.79,0.67,0.74,0.7,0.5041666666666667,0.7857142857142857,0.6142131979695431,0.7583333333333333,0.8465116279069768,0.8
4,0.8363136176066025,0.8467966573816156,0.841522491349481,0.79,0.76,0.78,0.69,0.72,0.71,0.5330578512396694,0.8113207547169812,0.6433915211970076,0.7396694214876033,0.8564593301435407,0.7937915742793792
5,0.8068027210884354,0.8259052924791086,0.816242257398486,0.8,0.78,0.79,0.65,0.74,0.69,0.5127118644067796,0.7908496732026143,0.6221079691516709,0.7161016949152542,0.8407960199004975,0.7734553775743707
6,0.8197596795727636,0.8551532033426184,0.8370824812542603,0.71,0.86,0.78,0.61,0.8,0.69,0.4897959183673469,0.821917808219178,0.6138107416879796,0.7346938775510204,0.8737864077669902,0.7982261640798226
7,0.8383152173913043,0.8593314763231198,0.8486932599724897,0.78,0.81,0.8,0.69,0.78,0.73,0.5269709543568465,0.8193548387096774,0.6414141414141414,0.7344398340248963,0.8634146341463415,0.7937219730941705
8,0.8531073446327684,0.841225626740947,0.847124824684432,0.76,0.82,0.79,0.68,0.75,0.71,0.5474137931034483,0.774390243902439,0.6414141414141414,0.7413793103448276,0.8229665071770335,0.7800453514739228
9,0.8377253814147018,0.841225626740947,0.8394718554551772,0.76,0.83,0.79,0.68,0.77,0.72,0.5040650406504065,0.8378378378378378,0.6294416243654822,0.7276422764227642,0.8817733990147784,0.7973273942093541
