,Mean,Std
A1_RES_P,0.8789999999999999,0.03510302297840206
A1_RES_R,0.8630000000000001,0.03056868404829436
A1_RES_F,0.8710000000000001,0.011972189997378658
A2_RES_P,0.861,0.02726414006223804
A2_RES_R,0.9090000000000001,0.0280673792466945
A2_RES_F,0.884,0.014298407059684822
OC_RES_P,0.699,0.04701063709417262
OC_RES_R,0.7510000000000001,0.06349978127696362
OC_RES_F,0.72,0.008164965809277266
