,Mean,Std
OC_P,0.7248663681519111,0.02197524574437283
OC_R,0.7254901960784312,0.03091648354317728
OC_F,0.7248005710871943,0.02016499561917751
INTV_P,0.9233518124818165,0.01673938393644039
INTV_R,0.9101321585903085,0.015568115454565143
INTV_F,0.9165984888165036,0.012656167420221607
MEAS_P,0.8792505318180028,0.01683624765353514
MEAS_R,0.9045296167247386,0.012422524466546752
MEAS_F,0.8916723055671654,0.013500998231961794
