,Mean,Std
OC_P,0.7576937587853018,0.020812958042249665
OC_R,0.7549019607843137,0.021178891171267516
OC_F,0.7561916627015426,0.01881888188832744
INTV_P,0.932276976019498,0.013520684776192561
INTV_R,0.9202643171806167,0.008674922459760315
INTV_F,0.9262053644146372,0.010029294590089291
MEAS_P,0.8779557748848035,0.019856084041600466
MEAS_R,0.9031358885017422,0.016490814726410098
MEAS_F,0.8903005708060613,0.016465153418525353
