,Mean,Std
A1_RES_P,0.873,0.02263232692902396
A1_RES_R,0.921,0.02884826203122505
A1_RES_F,0.8950000000000001,0.01581138830084191
A2_RES_P,0.857,0.03591656999213593
A2_RES_R,0.9570000000000001,0.016363916944844764
A2_RES_F,0.9029999999999999,0.021108186931983436
OC_RES_P,0.723,0.055387523665332596
OC_RES_R,0.749,0.07202622979011035
OC_RES_F,0.73,0.010540925533894607
